scientific_name,latitude,longitude,locality_name,locality_type,presence_status,water_body,water_body_type,coordinate_precision,year_collected,collector,source_citation,is_sensitive,notes,data_source
Ptychochromis oligacanthus,-13.325280,48.241670,"GBIF record at -13.325, 48.242",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI FGMV 2002.F-B58",false,,
Ptychochromis oligacanthus,-13.321637,48.212488,"Lac Amparihibe, Nosy Be",collection_record,present,,lake,exact,,"JS Sparks, KJ Riseng",GBIF: UMMZ 237494,false,,
Ptychochromis oligacanthus,-13.320000,48.230000,"Nosy Be, Lake Bempazava",collection_record,present,,lake,exact,,,GBIF:  FGMV 2002.F-B62,false,,
Ptychochromis oligacanthus,-13.318889,48.236389,"Lac Bempazava, Nosy Be",collection_record,present,,lake,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 237496,false,,
Ptychochromis oligacanthus,-13.317060,48.234560,"GBIF record at -13.317, 48.235",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0753",false,,
Ptychochromis oligacanthus,-13.315000,48.209780,"GBIF record at -13.315, 48.210",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0805",false,,
Ptychochromis oligacanthus,-13.310000,48.210000,Amparihibe,collection_record,present,,,exact,,,GBIF:  RDR0805,false,,
Ptychochromis oligacanthus,-13.302580,48.234610,"GBIF record at -13.303, 48.235",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0776",false,,
Ptychochromis oligacanthus,-13.300000,48.220000,"Nosy Be, Lake Anjavibe",collection_record,present,,lake,exact,,,GBIF:  FGMV 2002.F-A70,false,,
Ptychochromis oligacanthus,-13.300000,48.230000,Antsimony,collection_record,present,,,exact,,,GBIF:  RDR0775,false,,
Ptychochromis oligacanthus,-13.297220,48.223060,"GBIF record at -13.297, 48.223",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI FGMV 2002.F-A70",false,,
Ptychochromis oligacanthus,-13.294560,48.226330,"GBIF record at -13.295, 48.226",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0786",false,,
Ptychochromis oligacanthus,-13.291944,48.221944,"Lac Anjavibe, Nosy Be",collection_record,present,,lake,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 237497,false,,
Ptychochromis oligacanthus,-13.290000,48.230000,Anjavola,collection_record,present,,,exact,,,GBIF:  RDR0785,false,,
Ptychochromis oligacanthus,-13.212778,49.176111,"Andranomaloto Riviere, trib. of Mananjeba Riviere",collection_record,present,,river,exact,1996,"JS Sparks, K Riseng",GBIF: UMMZ 237499,false,,
Ptychochromis oligacanthus,-13.052390,49.020519,"GBIF record at -13.052, 49.021",collection_record,present,,,exact,2024,mscaus,GBIF: iNaturalist 248017922,false,,
Ptychochromis onilahy,-23.330000,43.520000,Onilahy River area (approx),type_locality,historically_present_extirpated,Onilahy River,river,approximate,,,Stiassny & Sparks 2006,false,EXTINCT. Not seen since 1962.,
Ptychochromoides betsileanus,-22.683333,45.350000,"Rivière Llanana, environ 10 km. du village Soarano, sud de Ranohira",collection_record,present,,river,exact,,J.-C. Nourissat;Patrick De Rham,GBIF: MHNG MHNG-ICHT-2648.038,false,,
Ptychochromoides itasy,-19.080000,46.280000,"Lake Itasy (type area, approx centroid)",type_locality,historically_present_extirpated,Lake Itasy,lake,approximate,,,Reinthal & Stiassny 1997,false,Presumed extinct from type,
Ptychochromoides vondrozo,-22.830278,47.128056,"Sahapindra River, 10 km upstream from Vevembe camp; alt. ca. 1400 ft. Mananara drainage (SE Madagascar)",collection_record,present,,stream,exact,1997,PN Reinthal,GBIF: UMMZ 235294,false,,
Ptychochromoides vondrozo,-22.814310,47.141310,"Ramanara River, tributary of Sahampindra River, 22°48'51.5""S, 47°08'28.7""E, Mananara drainage basin, region of Vondrozo, near village of Vevembe, Fianarantsoa Province",type_locality,present,,river,exact,,"P.N. Reinthal, R. Randriamampionana, P. Rabeson an",GBIF: FishBase UMMZ 23597,false,,
Ptychochromoides vondrozo,-22.806667,47.156111,"Sahapindra River, near Vevembe; Mananara drainage (SE Madagascar)",collection_record,present,,river,exact,,"R Randriamampionana, P Rabeson",GBIF: UMMZ 235293,false,,
Ratsirakia legendrei,-22.833000,47.833000,farafangana,collection_record,present,,,exact,1926,decary,GBIF: MNHN 1932-0084,false,,
Ratsirakia legendrei,-20.358611,47.805556,Nosivolo River at Ambodinonka,collection_record,present,,river,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82309,false,,
Ratsirakia legendrei,-20.331944,47.899167,Tsarakianja village,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82319,false,,
Ratsirakia legendrei,-20.316111,47.739444,Near ambodivoar village 1,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82316,false,,
Ratsirakia legendrei,-20.311944,47.736944,Near ambodivoar village,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82313,false,,
Ratsirakia legendrei,-20.274722,47.989444,At rapids below Anosy Rahindy,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82765,false,,
Ratsirakia legendrei,-20.138611,48.036111,Maintiambato stream,collection_record,present,,stream,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82770,false,,
Ratsirakia legendrei,-20.118889,47.802222,ankiboka village,collection_record,present,,,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82809,false,,
Ratsirakia legendrei,-20.050278,48.138056,"Large river, Island site below tributary",collection_record,present,,river,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82305,false,,
Ratsirakia legendrei,-20.050000,48.133333,"TAMATAVE PROVINCE, RIVER NOSIVOLO BELOW AMBATOMASINA VILLAGE, ca. 16 KILOMETERS EAST-NORTHEAST OF MAROLAMBO, IN LARGE POOL",collection_record,present,,river,exact,1990,"M.L.J.STIASSNY,P.N.REINTHAL,G.J.P.NAYLOR",GBIF: FishBase AMNH 97148,false,,
Ratsirakia legendrei,-19.983333,48.250000,"TAMATAVE PROVINCE, RIVER NOSIVOLO BELOW AMPASIMANIONA VILLAGE, 26 KILOMETERS EAST-NORTHEAST OF MAROLAMBO, LARGE SIDE POOL BELOW RAPIDS",collection_record,present,,river,exact,1990,"M.L.J.STIASSNY,P.N.REINTHAL,G.J.P.NAYLOR",GBIF: FishBase AMNH 97082,false,,
Ratsirakia legendrei,-19.351944,48.176944,Upstream from AA town,collection_record,present,,stream,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82797,false,,
Ratsirakia legendrei,-18.933333,48.416667,"SMALL STREAM 100 METERS EAST OF LAC VERT, PERINET",collection_record,present,,lake,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88002,false,,
Ratsirakia legendrei,-18.874444,48.373056,"Sakalava River, medium-sized stream draining Analamay Orebody; alt. 990 m",collection_record,present,,stream,exact,1998,"JS Sparks, R Randriamampionana",GBIF: UMMZ 238461,false,,
Ratsirakia legendrei,-18.867000,47.500000,tananarive,collection_record,present,,,exact,1931,waterlot,GBIF: MNHN 1931-0242,false,,
Ratsirakia legendrei,-18.862361,48.283083,"Ambanin'ny tavy,Maharera river",collection_record,present,,river,exact,2007,J. Rall,GBIF: SAIAB 191551,false,,
Ratsirakia legendrei,-18.861139,48.274361,"Ambatopanodofanantsy, main raod(ancien pepiniere)",collection_record,present,,,exact,2007,J. Rall,GBIF: SAIAB 191326,false,,
Ratsirakia legendrei,-18.843917,48.330083,Berano,collection_record,present,,,exact,2007,J. Rall,GBIF: SAIAB 191561,false,,
Ratsirakia legendrei,-18.835622,48.285044,"Ambanin'ny biocamp,Maharera river",collection_record,present,,river,exact,2007,J. Rall,GBIF: SAIAB 191592,false,,
Ratsirakia legendrei,-18.834139,48.278417,"Ambolobe river, downstream",collection_record,present,,stream,exact,2007,J. Rall,GBIF: SAIAB 191338,false,,
Ratsirakia legendrei,-18.827667,48.285500,Ambolobe river up stream,collection_record,present,,stream,exact,2007,J. Rall,GBIF: SAIAB 191331,false,,
Ratsirakia legendrei,-18.808306,48.314361,"Mahatakatra river,MBG Camp site.",collection_record,present,,river,exact,2007,J. Rall,GBIF: SAIAB 191349,false,,
Ratsirakia legendrei,-18.806083,48.337972,"Sakalava river ,below 2004 Camp site",collection_record,present,,river,exact,2007,J. Rall,GBIF: SAIAB 191545,false,,
Ratsirakia legendrei,-18.799999,47.433334,Ambohidratrimo,collection_record,present,,,exact,1911,P.A. Methuen,GBIF: SAIAB 45670,false,,
Ratsirakia legendrei,-18.785778,48.292111,"Mahatakatra river, upstream",collection_record,present,,stream,exact,2007,J. Rall,GBIF: SAIAB 191323,false,,
Ratsirakia legendrei,-18.767070,48.432447,"GBIF record at -18.767, 48.432",collection_record,present,,,exact,2016,Jordan Broadhead,GBIF: iNaturalist 104917588,false,,
Ratsirakia legendrei,-17.500000,48.500000,Lake Alaotra,collection_record,present,,lake,exact,1911,P.A. Methuen,GBIF: SAIAB 45669,false,,
Ratsirakia legendrei,-17.213180,46.885670,"GBIF record at -17.213, 46.886",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0265",false,,
Ratsirakia legendrei,-17.210000,46.890000,Tetezamby,collection_record,present,,,exact,,,GBIF:  RDR0264,false,,
Ratsirakia legendrei,-17.192280,46.863380,"GBIF record at -17.192, 46.863",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR0291",false,,
Ratsirakia legendrei,-17.190000,46.860000,Andramikely,collection_record,present,,,exact,,,GBIF:  RDR0291,false,,
Ratsirakia legendrei,-15.983334,46.250000,Ambilo,collection_record,present,,,exact,1911,P.A. Methuen,GBIF: SAIAB 45671,false,,
Rheocles alaotrensis,-19.050000,48.233333,TRIBUTARY OF SAHASAROTRA RIVER AT AMPAHITRA VILLAGE,collection_record,present,,river,exact,1998,P.V. LOISELLE,GBIF: FishBase AMNH 228079,false,,
Rheocles alaotrensis,-18.950000,48.483333,"AMALABE CREEK, AMALABE VILLAGE",collection_record,present,,stream,exact,1997,"P.V. LOISELLE, LOCAL RESIDENTS",GBIF: FishBase AMNH 229586,false,,
Rheocles alaotrensis,-18.938611,48.416944,Perinet Reserve; Analamazaotra River,collection_record,present,,river,exact,1994,JS Sparks,GBIF: UMMZ 240113,false,,
Rheocles alaotrensis,-18.933333,48.416667,"SMALL STREAM 100 METERS EAST OF LAC VERT, PERINET",collection_record,present,,lake,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88001,false,,
Rheocles alaotrensis,-18.933333,48.400000,"Perinet Reserve, stream from Lac Vert",collection_record,present,,lake,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 249226,false,,
Rheocles alaotrensis,-18.932000,48.417000,first stream W of turn-off to Perinet on Route N-2,collection_record,present,,stream,exact,1997,PV Loiselle & party,GBIF: SIO 01-30,false,,
Rheocles alaotrensis,-18.883300,48.083300,"Perinet, small stream by Lac Vert, Analmagaotia",collection_record,present,,lake,exact,1988,"M. L. J. Stiassny, P. N. Reinthal",GBIF: FMNH 99281,false,,
Rheocles alaotrensis,-18.880000,48.080000,"Perinet, small stream by Lac Vert, Analmagaotia",collection_record,present,,lake,exact,1988,M. Stiassny & P. Reinthal,GBIF: USNM USNM 301512,false,,
Rheocles alaotrensis,-18.875556,48.377222,Ambotovy area; Torotorofotsy wetland (alt. 960 m),collection_record,present,,wetland,exact,1998,JS Sparks,GBIF: UMMZ 240114,false,,
Rheocles alaotrensis,-18.853611,48.361667,"Ambotovy area; Antsahamenbrano (?) River, from its source in Torotorofotsy wetland past train tracks (alt. 2400 ft)",collection_record,present,,river,exact,1998,JS Sparks,GBIF: UMMZ 248618,false,,
Rheocles alaotrensis,-18.799999,47.433334,Ambohindratrimo,collection_record,present,,,exact,1911,P.A. Methuen,GBIF: SAIAB 45677,false,,
Rheocles alaotrensis,-17.565150,48.499740,"Alaotra,Mangoro November-December 2010 Survey",collection_record,present,,,exact,2010,J. Rall,GBIF: SAIAB 191454,false,,
Rheocles alaotrensis,-17.500000,48.500000,Lake Alaotra,collection_record,present,,lake,exact,1911,P.A. Methuen,GBIF: SAIAB 45674,false,,
Rheocles alaotrensis,-17.483333,48.550000,LAKE ALAOTRA AT MADIORANO VILLAGE,collection_record,present,,lake,exact,1999,"P.V. LOISELLE,COMMERCIAL LOCAL FISHERMEN",GBIF: FishBase AMNH 231221,false,,
Rheocles derhami,-15.833889,48.713889,"Rivière Amboaboa; Affluent rive gauche de la rivière Mangarahara, prés de du village Bekitrotrobaka, à 16-18 km. Ouest de Mandritsara",collection_record,present,,river,exact,,J.-C. Nourissat;Patrick De Rham,GBIF: MHNG MHNG-ICHT-2618.095,true,,
Rheocles derhami,-15.420000,49.120000,Ampofoko,collection_record,present,,,exact,,,GBIF:  ZCMV11576,true,,
Rheocles lateralis,-19.983333,48.250000,"TAMATAVE PROVINCE, RIVER NOSIVOLO BELOW AMPASIMANIONA VILLAGE, 26 KILOMETERS EAST-NORTHEAST OF MAROLAMBO, LARGE SIDE POOL BELOW RAPIDS",collection_record,present,,river,exact,1990,"M.L.J.STIASSNY,P.N.REINTHAL,G.J.P.NAYLOR",GBIF: FishBase AMNH 97084,false,,
Rheocles lateralis,-18.966667,48.250000,"Nosivolo River below Ampasimaniona village, 26 km ENE of Marolambo (large side pool belows rapids)",collection_record,present,,river,exact,1990,"M Stiassny, P Reinthal, G Naylor",GBIF: UMMZ 237208,false,,
Rheocles pellegrini,-14.650000,49.666670,"From ""one day west"" of Andapa (14°39'S, 49°40'E), ne. Madagascar.",collection_record,present,,,exact,,,GBIF: FishBase FB 2739338,false,,
Rheocles sikorae,-19.351944,48.176944,Upstream from AA town,collection_record,present,,stream,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82796,false,,
Rheocles sikorae,-19.069590,48.391500,"Mangoro Nov-Dec 2010 Survey,S18GN2010",collection_record,present,,,exact,2008,J. Rall,GBIF: SAIAB 191619,false,,
Rheocles vatosoa,-14.601667,49.339167,"Andramonta riv. at Ambodihasina vill., Antsiranana Prov., ± 100m SW of primary school, Lokoho drainage, Andapa basin",collection_record,present,,,exact,,Loiselle P.,GBIF: FishBase P A1037.0001A1037.0002,false,,
Rheocles vatosoa,-14.593060,49.637220,"Marovato creek at Ambodivohitra village, several km north of Marovato village  on the road to Ambalamangy, Antsiranana (Diego Suarez) Prov., 14°34'95""S, 49°37'74""E, Lokoho R. drainage, Andapa basin, n",collection_record,present,,stream,exact,,,GBIF: FishBase FB 2745069,false,,
Rheocles vatosoa,-14.582500,49.629000,"Marovato creek at Ambodivohitra village, several kilometers N Marovato village on the road to Ambalamangy, Antsiranana (Diego Suarez) Province (Lokoho River drainage, Andapa basin).",type_locality,present,,stream,exact,,P.V. Loiselle,GBIF: FishBase AMNH 231979,false,,
Rheocles wrightae,-19.283333,48.266667,"MAMAVO RIVER AT AMBOHIBARY VILLAGE AT KILOMETER 47, ON THE ROAD FROM MORAMANGA TO ANOSIBE ON ALA",collection_record,present,,river,exact,1998,P.V. LOISELLE,GBIF: FishBase AMNH 228077,false,,
Rheocles wrightae,-19.280000,48.268889,"Mamavo River at Ambohibary village, km 47 on on road from Moramanga to Anosibe",collection_record,present,,river,exact,1998,PV Loiselle,GBIF: UMMZ 237209,false,,
Sauvagella madagascariensis,-23.350000,47.466667,SAHAMBAVY RIVER AT AMPATAKA VILLAGE,collection_record,present,,river,exact,1999,"A.R. SAUNDERS, P.V. LOISELLE",GBIF: FishBase AMNH 231409,false,,
Sauvagella madagascariensis,-19.991610,48.767850,"Estuary of River Mangoro, Near mouth.",collection_record,present,,river,exact,1990,"Melanie L. J. Stiassny, Peter Reinthal, Gavin J. P. Naylor",GBIF: MCZ 151381,false,,
Sauvagella madagascariensis,-19.947778,48.694444,Mangoro River at Pontoon crossing near coast,collection_record,present,,river,exact,2007,Roger Bills; T. Raminosoa,GBIF: SAIAB 82791,false,,
Sauvagella madagascariensis,-19.934720,48.513140,"Small affluent tributary river Mangoro, at bridge ca. 5 km north on way to ferry.",collection_record,present,,river,exact,1988,"Melanie L. J. Stiassny, Peter Reinthal",GBIF: MCZ 151380,false,,
Sauvagella madagascariensis,-19.920000,48.830000,"Large bay lake behind dunes, about 100 meters from sea, 1 kilometer south of turnoff from Maralambo-Mananjary Road, east of road",collection_record,present,,lake,exact,1988,M. Stiassny & P. Reinthal,GBIF: USNM USNM 301518,false,,
Sauvagella madagascariensis,-19.916667,48.833333,"TAMATAVE PROVINCE, MOUTH OF RIVER MANGORO NEAR SALEHY VILLAGE",collection_record,present,,river,exact,1990,"M.L.J.STIASSNY,P.N.REINTHAL,G.J.P.NAYLOR",GBIF: FishBase AMNH 96993,false,,
Sauvagella madagascariensis,-19.916667,48.750000,"SMALL AFFLUENT TRIBUTARY RIVER MANGORO, AT BRIDGE ca. 5 KILOMETERS NORTH ON WAY TO FERRY",collection_record,present,,river,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88095,false,,
Sauvagella madagascariensis,-19.295453,44.404386,"Manambolo River, 3-5 km from mouth of river",collection_record,present,,river,exact,1993,PN Reinthal,GBIF: UMMZ 238413,false,,
Sauvagella madagascariensis,-18.000000,49.416667,BRIDGE OVER CANAL DE PANGALANE ON TOAMASINA (TAMATAVE) TO FENOARIVO (FENERIVE) ROAD ca. 25 KILO- METERS NORTH OF TOAMASINA,collection_record,present,,,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88142,false,,
Sauvagella madagascariensis,-17.216667,49.400000,"MANINGORY RIVER JUST UPSTREAM OF FENOARIVO, IVONGO ROAD",collection_record,present,,stream,exact,1996,"P.V. LOISELLE, LOCAL FISHERMEN",GBIF: FishBase AMNH 231425,false,,
Sauvagella madagascariensis,-16.308611,46.816389,"Lac Ravelobe, near Ampijoroa forestry station",collection_record,present,,lake,exact,1996,"JS Sparks, K Riseng",GBIF: UMMZ 249179,false,,
Sauvagella madagascariensis,-15.295000,50.354167,"Onive River, camping on sandy island ca. 2 hour walk from Antanandavahely",collection_record,present,,river,exact,1994,"P Reinthal, JS Sparks",GBIF: UMMZ 234852,false,,
Sauvagella madagascariensis,-14.500000,49.816667,"SAMBAVA-ANDAPA REGION, MANANTENINA RIVER, ca. 28 KILOMETERS NORTHEAST OF ANDAPA ON RN-3B",collection_record,present,,river,exact,1999,P.V. LOISELLE,GBIF: FishBase AMNH 231276,false,,
Sauvagella robusta,-15.851667,48.708500,Ambomboa river,collection_record,present,,river,exact,,Sparks & Riseng,GBIF: FishBase P A1066.0001A1066.0002,false,,
Sauvagella robusta,-15.833610,48.714170,Ambomboa River,collection_record,present,,river,exact,1966,"John S. Sparks, K. Rising",GBIF: MCZ 159273,false,,
Stenogobius polyzona,-15.566667,49.616665,Ivolina,collection_record,present,,,exact,1960,K. Clernault,GBIF: SAIAB 57292,false,,
Teramulus kieneri,-24.658333,46.870000,"Rivière Mahampanihm, près du village Enaniliha",collection_record,present,,river,exact,,J.G. Andriamionahaga;Patrick De Rham,GBIF: MHNG MHNG-ICHT-2702.013,false,,
Teramulus kieneri,-22.363056,47.368056,"Andriambondro Riviere (6 km N of Karianga at town of Mahavelo, off of Rienan River)",collection_record,present,,river,exact,1996,"JS Sparks, KJ Riseng",GBIF: UMMZ 236639,false,,
Teramulus kieneri,-21.066667,48.450000,"Madagascar Republic, 7 km north of Mananjary in the Pangalanes, 100m upstream from 88-25 freshwater channel",collection_record,present,,stream,exact,1988,Dr Melanie L. Stiassny;P Reinthal,GBIF: NHMUK 1989.11.16.1-4,false,,
Teramulus kieneri,-19.916667,48.833333,"TAMATAVE PROVINCE, ESTUARY OF RIVER MANGORO, NEAR MOUTH",collection_record,present,,river,exact,1990,"M.L.J.STIASSNY,P.N.REINTHAL,G.J.P.NAYLOR",GBIF: FishBase AMNH 97001,false,,
Teramulus kieneri,-18.166667,49.416667,"TOAMASINA (TAMATAVE) MAIN MARKETPLACE IN TOWN CENTER, CAUGHT NEARBY",collection_record,present,,,exact,1988,"LOCAL FISHERMEN/M. STIASSNY, P. REINTHAL",GBIF: FishBase AMNH 88118,false,,
Teramulus kieneri,-18.166666,49.383335,Tamatave (coastal swamps),collection_record,present,,wetland,exact,,,GBIF: SAIAB 631,false,,
Teramulus kieneri,-18.000000,49.416667,"CANAL DE PANGALANE ON TOAMASINA (TAMATAVE) TO FENOARIVO (FENERIVE) ROAD, ca. 100 METERS FROM OUTFLOW TO SEA",collection_record,present,,,exact,1988,"M.L.J. STIASSNY, P.N. REINTHAL",GBIF: FishBase AMNH 88154,false,,
Teramulus kieneri,-15.295000,50.354167,"Onive River, camping on sandy island ca. 2 hour walk from Antanandavahely",collection_record,present,,river,exact,1994,"P Reinthal, JS Sparks",GBIF: UMMZ 236638,false,,
Teramulus waterloti,-14.872222,48.247778,"Bora Reserve, Bemahavony River/Stream (runs into Anjingo River)",collection_record,present,,stream,exact,1994,JS Sparks and K Riseng,GBIF: UMMZ 236640,false,,
Teramulus waterloti,-14.844722,48.243889,"Anjingo River, sampled upstream and downstream of bridge",collection_record,present,,stream,exact,1994,"JS Sparks, K Riseng",GBIF: UMMZ 238267,false,,
Typhleotris madagascariensis,-24.701800,43.964066,"GBIF record at -24.702, 43.964",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1168",false,,
Typhleotris madagascariensis,-24.700000,43.960000,Vintane Nord,collection_record,present,,,exact,,,GBIF:  RDR1167,false,,
Typhleotris madagascariensis,-24.638433,43.949083,Nikotse,collection_record,present,,,exact,,,GBIF: SuLaMa JRR07,false,,
Typhleotris madagascariensis,-24.595267,43.965617,Ranofotsy,collection_record,present,,,exact,,,GBIF: SuLaMa JRR08,false,,
Typhleotris madagascariensis,-24.590000,43.960000,Tehafe,collection_record,present,,,exact,,,GBIF:  RDR1155,false,,
Typhleotris madagascariensis,-24.587868,43.964584,"GBIF record at -24.588, 43.965",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1156",false,,
Typhleotris madagascariensis,-24.581900,43.966067,Anjamanohatse Masay,collection_record,present,,,exact,,,GBIF: SuLaMa JRR04,false,,
Typhleotris madagascariensis,-24.580833,43.996870,"GBIF record at -24.581, 43.997",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1130",false,,
Typhleotris madagascariensis,-24.580000,44.000000,Lalia,collection_record,present,,,exact,,,GBIF:  RDR1130,false,,
Typhleotris madagascariensis,-24.575883,43.966600,Anjamanohatse,collection_record,present,,,exact,,,GBIF: SuLaMa JRR03,false,,
Typhleotris madagascariensis,-24.447150,43.934330,Nikotsky Sinkhole MNHN 1963-0174,collection_record,present,,cave_system,exact,,,GBIF: MMUM,false,,
Typhleotris madagascariensis,-24.199716,43.686147,"GBIF record at -24.200, 43.686",collection_record,present,,,exact,2024,Rob Foster,GBIF: iNaturalist 254431126,false,,
Typhleotris madagascariensis,-24.161548,43.762295,"GBIF record at -24.162, 43.762",collection_record,present,,,exact,2010,CORDENOS Thierry,GBIF: iNaturalist 23070503,false,,
Typhleotris madagascariensis,-24.150245,43.657673,"GBIF record at -24.150, 43.658",collection_record,present,,,exact,2018,lallen,GBIF: iNaturalist 20268658,false,,
Typhleotris madagascariensis,-24.140440,43.781693,"GBIF record at -24.140, 43.782",collection_record,present,,,exact,2013,Martin Mandák,GBIF: iNaturalist 5050961,false,,
Typhleotris madagascariensis,-24.136971,43.617849,"GBIF record at -24.137, 43.618",collection_record,present,,,exact,2016,昆虫学liuye,GBIF: iNaturalist 320077630,false,,
Typhleotris madagascariensis,-24.135662,43.796013,"GBIF record at -24.136, 43.796",collection_record,present,,,exact,2008,Ronan A.,GBIF: iNaturalist 65211344,false,,
Typhleotris madagascariensis,-24.133330,43.800000,"Mitoho caves, underground waters in Mahafaly, Onilahy R., ca. 1 km north of the natural reserve of Lake Manampetsa [Tsimanampetsotsa], ca. 24°08'S, 43°48'E, Toliara prov., sw. Madagascar.",collection_record,present,,lake,exact,,,GBIF: FishBase FB 2740155,false,,
Typhleotris madagascariensis,-24.129275,43.697727,"GBIF record at -24.129, 43.698",collection_record,present,,,exact,2016,昆虫学liuye,GBIF: iNaturalist 320077629,false,,
Typhleotris madagascariensis,-24.120908,43.615713,"GBIF record at -24.121, 43.616",collection_record,present,,,exact,2011,CORDENOS Thierry,GBIF: iNaturalist 64105290,false,,
Typhleotris madagascariensis,-24.116667,43.783333,Mitomo caves,collection_record,present,,cave_system,exact,,R. Paulian,GBIF: SAIAB 45782,false,,
Typhleotris madagascariensis,-24.105530,43.728891,"GBIF record at -24.106, 43.729",collection_record,present,,,exact,2016,昆虫学liuye,GBIF: iNaturalist 320077625,false,,
Typhleotris madagascariensis,-24.103313,43.756105,"limestone caves, E side of Lake Tsimanampetsotsa.",collection_record,present,,lake,exact,1995,"R Nussbaum, C Raxworthy",GBIF: UMMZ 231243,false,,
Typhleotris madagascariensis,-24.098703,43.682848,"GBIF record at -24.099, 43.683",collection_record,present,,,exact,2023,Andy Tonge,GBIF: iNaturalist 193066432,false,,
Typhleotris madagascariensis,-24.083848,43.738122,"GBIF record at -24.084, 43.738",collection_record,present,,,exact,2011,Thomas Brooks,GBIF: iNaturalist 46512,false,,
Typhleotris madagascariensis,-24.072888,43.758553,"GBIF record at -24.073, 43.759",collection_record,present,,,exact,2024,chrisdt,GBIF: iNaturalist 248979272,false,,
Typhleotris madagascariensis,-24.063722,43.695456,"GBIF record at -24.064, 43.695",collection_record,present,,,exact,2022,Justin Philbois,GBIF: iNaturalist 161636051,false,,
Typhleotris madagascariensis,-24.056913,43.638114,"GBIF record at -24.057, 43.638",collection_record,present,,,exact,2016,昆虫学liuye,GBIF: iNaturalist 248400547,false,,
Typhleotris madagascariensis,-24.054400,43.761850,"GBIF record at -24.054, 43.762",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1094",false,,
Typhleotris madagascariensis,-24.050000,43.750000,"P.N. de Tsimunampetsotsa, 6.5 km NE Efoetse, in forest around Mitoho Cave, 50 m;",collection_record,present,,cave_system,exact,2002,S. M. Goodman,GBIF: FMNH 116496,false,,
Typhleotris madagascariensis,-24.050000,43.760000,Andriamaniloke,collection_record,present,,,exact,,,GBIF:  RDR1094,false,,
Typhleotris madagascariensis,-24.048330,43.752110,Well at Mitoho cave,collection_record,present,,cave_system,exact,,,GBIF: MMUM,false,,
Typhleotris madagascariensis,-24.047946,43.762553,"GBIF record at -24.048, 43.763",collection_record,present,,,exact,2007,Julien Renoult,GBIF: iNaturalist 335117082,false,,
Typhleotris madagascariensis,-24.047684,43.753250,"GBIF record at -24.048, 43.753",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1143",false,,
Typhleotris madagascariensis,-24.045850,43.753950,"GBIF record at -24.046, 43.754",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI RDR1097",false,,
Typhleotris madagascariensis,-24.045840,43.844580,"GBIF record at -24.046, 43.845",collection_record,present,,,exact,2010,CORDENOS Thierry,GBIF: iNaturalist 48655487,false,,
Typhleotris madagascariensis,-24.043780,43.755440,Andranomalaza Cave,collection_record,present,,cave_system,exact,,,GBIF: MMUM,false,,
Typhleotris madagascariensis,-23.315770,43.666530,Toliara MNHN 1968-0167,collection_record,present,,,exact,,,GBIF: MMUM,false,,
Typhleotris madagascariensis,-19.041636,46.684937,"GBIF record at -19.042, 46.685",collection_record,present,,,exact,,,"GBIF: Mined from GenBank, NCBI AMNH:Fish:245609",false,,
